index_all,info.dates,info.gender,info.match_type,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.result,info.outcome.winner,info.player_of_match,info.teams,info.toss.decision,info.toss.winner,info.venue
3597,"[datetime.date(2016, 2, 3)]",male,ODI,159,,,New Zealand,['MJ Guptill'],"['New Zealand', 'Australia']",field,Australia,Eden Park
3598,"[datetime.date(2016, 2, 6)]",male,ODI,,4,,Australia,['MR Marsh'],"['New Zealand', 'Australia']",bat,New Zealand,Westpac Stadium
3599,"[datetime.date(2016, 2, 8)]",male,ODI,55,,,New Zealand,['IS Sodhi'],"['New Zealand', 'Australia']",field,Australia,Seddon Park
3600,"[datetime.date(2016, 2, 12), datetime.date(2016, 2, 13), datetime.date(2016, 2, 14), datetime.date(2016, 2, 15)]",male,Test,52,,,Australia,['AC Voges'],"['New Zealand', 'Australia']",field,Australia,Basin Reserve
3601,"[datetime.date(2016, 2, 20), datetime.date(2016, 2, 21), datetime.date(2016, 2, 22), datetime.date(2016, 2, 23), datetime.date(2016, 2, 24)]",male,Test,,7,,Australia,['JA Burns'],"['New Zealand', 'Australia']",field,Australia,Hagley Oval
3602,"[datetime.date(2016, 1, 31)]",male,ODI,,3,,New Zealand,['MJ Guptill'],"['New Zealand', 'Pakistan']",bat,Pakistan,Eden Park
3603,"[datetime.date(2015, 10, 14), datetime.date(2015, 10, 15), datetime.date(2015, 10, 16), datetime.date(2015, 10, 17)]",male,Test,6,,,Sri Lanka,['HMRKB Herath'],"['Sri Lanka', 'West Indies']",bat,Sri Lanka,Galle International Stadium
3604,"[datetime.date(2015, 10, 22), datetime.date(2015, 10, 23), datetime.date(2015, 10, 24), datetime.date(2015, 10, 25), datetime.date(2015, 10, 26)]",male,Test,72,,,Sri Lanka,['TAM Siriwardana'],"['Sri Lanka', 'West Indies']",bat,Sri Lanka,P Sara Oval
3605,"[datetime.date(2015, 11, 1)]",male,ODI,,1,,Sri Lanka,['TM Dilshan'],"['Sri Lanka', 'West Indies']",field,Sri Lanka,R Premadasa Stadium
3606,"[datetime.date(2015, 11, 4)]",male,ODI,,8,,Sri Lanka,['MDKJ Perera'],"['Sri Lanka', 'West Indies']",bat,West Indies,R Premadasa Stadium
3607,"[datetime.date(2015, 11, 7)]",male,ODI,19,,,Sri Lanka,['MN Samuels'],"['Sri Lanka', 'West Indies']",field,Sri Lanka,Pallekele International Cricket Stadium
3608,"[datetime.date(2015, 11, 9)]",male,T20,30,,,Sri Lanka,['SMSM Senanayake'],"['Sri Lanka', 'West Indies']",field,West Indies,Pallekele International Cricket Stadium
3609,"[datetime.date(2015, 11, 11)]",male,T20,23,,,West Indies,['DJ Bravo'],"['Sri Lanka', 'West Indies']",bat,West Indies,R Premadasa Stadium
3610,"[datetime.date(2015, 11, 3)]",female,ODI,96,,,New Zealand,,"['New Zealand', 'Sri Lanka']",field,Sri Lanka,Bert Sutcliffe Oval
3611,"[datetime.date(2015, 11, 5)]",female,ODI,,10,,New Zealand,,"['New Zealand', 'Sri Lanka']",field,New Zealand,Bert Sutcliffe Oval
3612,"[datetime.date(2016, 2, 20)]",female,ODI,9,,,New Zealand,['AE Satterthwaite'],"['New Zealand', 'Australia']",field,Australia,Bay Oval
3613,"[datetime.date(2016, 2, 22)]",female,ODI,,8,,Australia,['MM Lanning'],"['New Zealand', 'Australia']",field,Australia,Bay Oval
3614,"[datetime.date(2015, 9, 27)]",male,T20,13,,,Pakistan,['Imad Wasim'],"['Zimbabwe', 'Pakistan']",bat,Pakistan,Harare Sports Club
3615,"[datetime.date(2015, 9, 29)]",male,T20,15,,,Pakistan,['Umar Akmal'],"['Zimbabwe', 'Pakistan']",bat,Pakistan,Harare Sports Club
3616,"[datetime.date(2015, 10, 1)]",male,ODI,131,,,Pakistan,['Yasir Shah'],"['Zimbabwe', 'Pakistan']",field,Zimbabwe,Harare Sports Club
3617,"[datetime.date(2015, 10, 3)]",male,ODI,5,,,Zimbabwe,['E Chigumbura'],"['Zimbabwe', 'Pakistan']",field,Pakistan,Harare Sports Club
3618,"[datetime.date(2015, 10, 5)]",male,ODI,,7,,Pakistan,['Bilal Asif'],"['Zimbabwe', 'Pakistan']",field,Pakistan,Harare Sports Club
3619,"[datetime.date(2015, 10, 9)]",male,ODI,,2,,Zimbabwe,['Sikandar Raza'],"['Zimbabwe', 'Ireland']",field,Zimbabwe,Harare Sports Club
3620,"[datetime.date(2015, 10, 11)]",male,ODI,,5,,Zimbabwe,['CR Ervine'],"['Zimbabwe', 'Ireland']",field,Zimbabwe,Harare Sports Club
3621,"[datetime.date(2015, 10, 13)]",male,ODI,,2,,Ireland,['TJ Murtagh'],"['Zimbabwe', 'Ireland']",field,Ireland,Harare Sports Club
3622,"[datetime.date(2015, 9, 30)]",female,T20,29,,,Pakistan,['Bismah Maroof'],"['Pakistan', 'Bangladesh']",bat,Pakistan,Southend Club Cricket Stadium
3623,"[datetime.date(2015, 10, 1)]",female,T20,34,,,Pakistan,['Bismah Maroof'],"['Pakistan', 'Bangladesh']",bat,Pakistan,Southend Club Cricket Stadium
3624,"[datetime.date(2015, 10, 6)]",female,ODI,,6,,Pakistan,['Anam Amin'],"['Pakistan', 'Bangladesh']",bat,Bangladesh,Southend Club Cricket Stadium
3625,"[datetime.date(2015, 10, 16)]",male,ODI,,8,,Zimbabwe,['WP Masakadza'],"['Zimbabwe', 'Afghanistan']",bat,Afghanistan,Queens Sports Club
3626,"[datetime.date(2015, 10, 18)]",male,ODI,58,,,Afghanistan,['Mohammad Nabi'],"['Zimbabwe', 'Afghanistan']",bat,Afghanistan,Queens Sports Club
3627,"[datetime.date(2015, 10, 22)]",male,ODI,,3,,Afghanistan,['Mohammad Shahzad'],"['Zimbabwe', 'Afghanistan']",bat,Zimbabwe,Queens Sports Club
3628,"[datetime.date(2015, 10, 26)]",male,T20,,6,,Afghanistan,['Dawlat Zadran'],"['Zimbabwe', 'Afghanistan']",bat,Zimbabwe,Queens Sports Club
3629,"[datetime.date(2015, 10, 28)]",male,T20,,5,,Afghanistan,['Gulbadin Naib'],"['Zimbabwe', 'Afghanistan']",bat,Zimbabwe,Queens Sports Club
3630,"[datetime.date(2015, 11, 12)]",male,ODM,,2,,Papua New Guinea,,"['Oman', 'Papua New Guinea']",field,Papua New Guinea,ICC Academy Ground No 2
3631,"[datetime.date(2015, 11, 14)]",male,ODM,,3,,Oman,,"['Oman', 'Nepal']",field,Oman,Sheikh Zayed Stadium Nursery 1
3632,"[datetime.date(2015, 11, 22)]",male,T20,,7,,United Arab Emirates,,"['United Arab Emirates', 'Oman']",field,United Arab Emirates,Sheikh Zayed Stadium
3633,"[datetime.date(2015, 11, 21)]",male,T20,,6,,Oman,,"['Hong Kong', 'Oman']",field,Oman,Sheikh Zayed Stadium
3634,"[datetime.date(2015, 11, 25)]",male,T20,4,,,Oman,,"['Hong Kong', 'Oman']",field,Hong Kong,Sheikh Zayed Stadium
3635,"[datetime.date(2015, 11, 26)]",male,T20,,8,,Hong Kong,,"['Hong Kong', 'Oman']",field,Hong Kong,Sheikh Zayed Stadium
3636,"[datetime.date(2015, 11, 30)]",male,T20,12,,,Afghanistan,,"['Afghanistan', 'Oman']",field,Oman,Sheikh Zayed Stadium
3637,"[datetime.date(2015, 11, 7)]",male,ODI,145,,,Bangladesh,['Mushfiqur Rahim'],"['Bangladesh', 'Zimbabwe']",field,Zimbabwe,Shere Bangla National Stadium
3638,"[datetime.date(2015, 11, 9)]",male,ODI,58,,,Bangladesh,['Imrul Kayes'],"['Bangladesh', 'Zimbabwe']",field,Zimbabwe,Shere Bangla National Stadium
3639,"[datetime.date(2015, 11, 11)]",male,ODI,61,,,Bangladesh,['Tamim Iqbal'],"['Bangladesh', 'Zimbabwe']",bat,Bangladesh,Shere Bangla National Stadium
3640,"[datetime.date(2015, 11, 13)]",male,T20,,4,,Bangladesh,['MN Waller'],"['Bangladesh', 'Zimbabwe']",field,Bangladesh,Shere Bangla National Stadium
3641,"[datetime.date(2015, 11, 15)]",male,T20,,3,,Zimbabwe,['N Madziva'],"['Bangladesh', 'Zimbabwe']",bat,Bangladesh,Shere Bangla National Stadium
3642,"[datetime.date(2016, 6, 3)]",male,ODI,,4,,West Indies,['SP Narine'],"['West Indies', 'South Africa']",bat,South Africa,Providence Stadium
3643,"[datetime.date(2016, 6, 5)]",male,ODI,,6,,Australia,['NM Lyon'],"['West Indies', 'Australia']",field,Australia,Providence Stadium
3644,"[datetime.date(2016, 6, 7)]",male,ODI,47,,,South Africa,['F Behardien'],"['Australia', 'South Africa']",bat,South Africa,Providence Stadium
3645,"[datetime.date(2016, 6, 11)]",male,ODI,36,,,Australia,['DA Warner'],"['Australia', 'South Africa']",bat,Australia,"Warner Park, Basseterre"
3646,"[datetime.date(2016, 6, 13)]",male,ODI,,4,,West Indies,['MN Samuels'],"['West Indies', 'Australia']",field,West Indies,"Warner Park, Basseterre"
3647,"[datetime.date(2016, 6, 15)]",male,ODI,139,,,South Africa,['Imran Tahir'],"['West Indies', 'South Africa']",field,West Indies,"Warner Park, Basseterre"
3648,"[datetime.date(2016, 6, 19)]",male,ODI,,,no result,,,"['Australia', 'South Africa']",field,Australia,"Kensington Oval, Bridgetown"
3649,"[datetime.date(2016, 6, 21)]",male,ODI,,6,,Australia,['MN Samuels'],"['West Indies', 'Australia']",field,Australia,"Kensington Oval, Bridgetown"
3650,"[datetime.date(2016, 6, 24)]",male,ODI,100,,,West Indies,['DM Bravo'],"['West Indies', 'South Africa']",field,South Africa,"Kensington Oval, Bridgetown"
3651,"[datetime.date(2016, 6, 26)]",male,ODI,58,,,Australia,['MR Marsh'],"['West Indies', 'Australia']",bat,Australia,"Kensington Oval, Bridgetown"
3652,"[datetime.date(2016, 10, 11)]",female,ODI,,4,,South Africa,['M du Preez'],"['South Africa', 'New Zealand']",field,South Africa,Diamond Oval
3653,"[datetime.date(2016, 10, 17)]",female,ODI,,8,,New Zealand,,"['South Africa', 'New Zealand']",field,New Zealand,Boland Park
3654,"[datetime.date(2016, 10, 19)]",female,ODI,95,,,New Zealand,['NC Dodd'],"['South Africa', 'New Zealand']",bat,New Zealand,Boland Park
3655,"[datetime.date(2016, 10, 22)]",female,ODI,,5,,South Africa,['M Klaas'],"['South Africa', 'New Zealand']",field,South Africa,Boland Park
3656,"[datetime.date(2016, 10, 24)]",female,ODI,126,,,New Zealand,['KJ Martin'],"['South Africa', 'New Zealand']",bat,New Zealand,Boland Park
3657,"[datetime.date(2016, 8, 19), datetime.date(2016, 8, 20), datetime.date(2016, 8, 21), datetime.date(2016, 8, 22), datetime.date(2016, 8, 23)]",male,Test,,,draw,,,"['South Africa', 'New Zealand']",bat,South Africa,Kingsmead
3658,"[datetime.date(2016, 8, 27), datetime.date(2016, 8, 28), datetime.date(2016, 8, 29), datetime.date(2016, 8, 30)]",male,Test,204,,,South Africa,['Q de Kock'],"['South Africa', 'New Zealand']",field,New Zealand,SuperSport Park
3659,"[datetime.date(2016, 9, 25)]",male,ODI,206,,,South Africa,['T Bavuma'],"['South Africa', 'Ireland']",field,Ireland,Willowmoore Park
3660,"[datetime.date(2016, 9, 27)]",male,ODI,,9,,Australia,['UT Khawaja'],"['Australia', 'Ireland']",bat,Ireland,Willowmoore Park
3661,"[datetime.date(2016, 9, 30)]",male,ODI,,6,,South Africa,['Q de Kock'],"['South Africa', 'Australia']",field,South Africa,SuperSport Park
3662,"[datetime.date(2016, 10, 2)]",male,ODI,142,,,South Africa,['F du Plessis'],"['South Africa', 'Australia']",field,Australia,New Wanderers Stadium
3663,"[datetime.date(2016, 10, 5)]",male,ODI,,4,,South Africa,['DA Miller'],"['South Africa', 'Australia']",bat,Australia,Kingsmead
3664,"[datetime.date(2016, 10, 9)]",male,ODI,,6,,South Africa,['KJ Abbott'],"['South Africa', 'Australia']",bat,Australia,St George's Park
3665,"[datetime.date(2016, 10, 12)]",male,ODI,31,,,South Africa,['DA Warner'],"['South Africa', 'Australia']",bat,South Africa,Newlands
3666,"[datetime.date(2016, 12, 26), datetime.date(2016, 12, 27), datetime.date(2016, 12, 28), datetime.date(2016, 12, 29), datetime.date(2016, 12, 30)]",male,Test,206,,,South Africa,['SC Cook'],"['South Africa', 'Sri Lanka']",bat,South Africa,St George's Park
3667,"[datetime.date(2017, 1, 2), datetime.date(2017, 1, 3), datetime.date(2017, 1, 4), datetime.date(2017, 1, 5)]",male,Test,282,,,South Africa,['K Rabada'],"['South Africa', 'Sri Lanka']",field,Sri Lanka,Newlands
3668,"[datetime.date(2017, 1, 12), datetime.date(2017, 1, 13), datetime.date(2017, 1, 14)]",male,Test,118,,,South Africa,['JP Duminy'],"['South Africa', 'Sri Lanka']",bat,South Africa,New Wanderers Stadium
3669,"[datetime.date(2017, 1, 20)]",male,T20,19,,,South Africa,['L Ngidi'],"['South Africa', 'Sri Lanka']",field,Sri Lanka,SuperSport Park
3670,"[datetime.date(2017, 1, 22)]",male,T20,,3,,Sri Lanka,['AD Mathews'],"['South Africa', 'Sri Lanka']",bat,South Africa,New Wanderers Stadium
3671,"[datetime.date(2017, 1, 25)]",male,T20,,5,,Sri Lanka,['N Dickwella'],"['South Africa', 'Sri Lanka']",bat,South Africa,Newlands
3672,"[datetime.date(2017, 1, 28)]",male,ODI,,8,,South Africa,['Imran Tahir'],"['South Africa', 'Sri Lanka']",field,South Africa,St George's Park
3673,"[datetime.date(2017, 2, 1)]",male,ODI,121,,,South Africa,['F du Plessis'],"['South Africa', 'Sri Lanka']",field,Sri Lanka,Kingsmead
3674,"[datetime.date(2017, 2, 4)]",male,ODI,,7,,South Africa,['D Pretorius'],"['South Africa', 'Sri Lanka']",field,South Africa,New Wanderers Stadium
3675,"[datetime.date(2017, 2, 7)]",male,ODI,40,,,South Africa,['F du Plessis'],"['South Africa', 'Sri Lanka']",bat,South Africa,Newlands
3676,"[datetime.date(2017, 2, 10)]",male,ODI,88,,,South Africa,['HM Amla'],"['South Africa', 'Sri Lanka']",field,Sri Lanka,SuperSport Park
3677,"[datetime.date(2015, 11, 17)]",female,IT20,35,,,Bangladesh,['Ayasha Rahman'],"['Bangladesh', 'Zimbabwe']",field,Zimbabwe,Sheikh Kamal International Cricket Stadium
3678,"[datetime.date(2015, 11, 19)]",female,IT20,,8,,Bangladesh,['Jahanara Alam'],"['Bangladesh', 'Zimbabwe']",field,Bangladesh,Sheikh Kamal International Cricket Stadium
3679,"[datetime.date(2016, 6, 20), datetime.date(2016, 6, 21)]",female,ODI,,7,,England,['HC Knight'],"['England', 'Pakistan']",field,England,Grace Road
3680,"[datetime.date(2016, 6, 22)]",female,ODI,212,,,England,"['TT Beaumont', 'L Winfield']","['England', 'Pakistan']",field,Pakistan,"County Ground, New Road"
3681,"[datetime.date(2016, 6, 27)]",female,ODI,202,,,England,['TT Beaumont'],"['England', 'Pakistan']",bat,England,County Ground
3682,"[datetime.date(2016, 7, 3)]",female,T20,68,,,England,['TT Beaumont'],"['England', 'Pakistan']",bat,England,County Ground
3683,"[datetime.date(2016, 7, 5)]",female,T20,35,,,England,['FC Wilson'],"['England', 'Pakistan']",bat,England,The Rose Bowl
3684,"[datetime.date(2016, 7, 7)]",female,T20,57,,,England,['L Winfield'],"['England', 'Pakistan']",bat,England,County Ground
3685,"[datetime.date(2016, 5, 20)]",male,T20,,6,,Warwickshire,['SR Hain'],"['Nottinghamshire', 'Warwickshire']",field,Warwickshire,Trent Bridge
3686,"[datetime.date(2016, 5, 20)]",male,T20,38,,,Worcestershire,['T Kohler-Cadmore'],"['Worcestershire', 'Durham']",field,Durham,"County Ground, New Road"
3687,"[datetime.date(2016, 5, 20)]",male,T20,,5,,Northamptonshire,['RE Levi'],"['Leicestershire', 'Northamptonshire']",field,Northamptonshire,Grace Road
3688,"[datetime.date(2016, 5, 20)]",male,T20,,8,,Kent,['DJ Bell-Drummond'],"['Kent', 'Somerset']",bat,Somerset,St Lawrence Ground
3689,"[datetime.date(2016, 5, 20)]",male,T20,8,,,Surrey,['Azhar Mahmood'],"['Essex', 'Surrey']",field,Essex,County Ground
3690,"[datetime.date(2016, 5, 20)]",male,T20,1,,,Sussex,['LRPL Taylor'],"['Gloucestershire', 'Sussex']",field,Gloucestershire,County Ground
3691,"[datetime.date(2016, 5, 21)]",male,T20,,9,,Derbyshire,['HD Rutherford'],"['Lancashire', 'Derbyshire']",field,Derbyshire,Old Trafford
3692,"[datetime.date(2016, 5, 26)]",male,T20,,8,,Glamorgan,['T van der Gugten'],"['Surrey', 'Glamorgan']",bat,Surrey,Kennington Oval
3693,"[datetime.date(2016, 5, 27)]",male,T20,69,,,Middlesex,['DJ Malan'],"['Middlesex', 'Hampshire']",field,Hampshire,Uxbridge Cricket Club Ground
3694,"[datetime.date(2016, 5, 27)]",male,T20,,3,,Northamptonshire,['RE Levi'],"['Northamptonshire', 'Derbyshire']",field,Northamptonshire,County Ground
3695,"[datetime.date(2016, 5, 27)]",male,T20,,6,,Durham,['P Mustard'],"['Lancashire', 'Durham']",field,Durham,Old Trafford
3696,"[datetime.date(2016, 5, 27)]",male,T20,54,,,Leicestershire,['BA Raine'],"['Yorkshire', 'Leicestershire']",field,Yorkshire,Headingley
3697,"[datetime.date(2016, 5, 27)]",male,T20,,5,,Worcestershire,"[""BL D'Oliveira""]","['Warwickshire', 'Worcestershire']",field,Worcestershire,Edgbaston
3698,"[datetime.date(2016, 6, 1)]",male,T20,,7,,Essex,['JD Ryder'],"['Glamorgan', 'Essex']",field,Essex,Sophia Gardens
3699,"[datetime.date(2016, 6, 1)]",male,T20,66,,,Durham,['PD Collingwood'],"['Durham', 'Nottinghamshire']",field,Nottinghamshire,Riverside Ground
3700,"[datetime.date(2016, 6, 1)]",male,T20,48,,,Sussex,['CD Nash'],"['Sussex', 'Somerset']",field,Somerset,County Ground
3701,"[datetime.date(2016, 6, 2)]",male,T20,,4,,Gloucestershire,['BAC Howell'],"['Middlesex', 'Gloucestershire']",bat,Middlesex,Merchant Taylors' School Ground
3702,"[datetime.date(2016, 6, 2)]",male,T20,9,,,Hampshire,['Shahid Afridi'],"['Hampshire', 'Kent']",field,Kent,The Rose Bowl
3703,"[datetime.date(2016, 6, 2)]",male,T20,,7,,Worcestershire,['J Leach'],"['Worcestershire', 'Yorkshire']",bat,Yorkshire,"County Ground, New Road"
3704,"[datetime.date(2016, 6, 3)]",male,T20,,9,,Warwickshire,['V Chopra'],"['Warwickshire', 'Durham']",field,Warwickshire,Edgbaston
3705,"[datetime.date(2016, 6, 3)]",male,T20,,7,,Somerset,['L Gregory'],"['Somerset', 'Essex']",field,Somerset,County Ground
3706,"[datetime.date(2016, 6, 3)]",male,T20,,7,,Gloucestershire,['AJ Tye'],"['Kent', 'Gloucestershire']",field,Gloucestershire,Kent County Cricket Ground
3707,"[datetime.date(2016, 6, 3)]",male,T20,,5,,Glamorgan,['AHT Donald'],"['Glamorgan', 'Hampshire']",field,Glamorgan,Sophia Gardens
3708,"[datetime.date(2016, 6, 3)]",male,T20,,4,,Derbyshire,['JDS Neesham'],"['Derbyshire', 'Leicestershire']",field,Derbyshire,County Ground
3709,"[datetime.date(2016, 6, 3)]",male,T20,23,,,Surrey,['JJ Roy'],"['Sussex', 'Surrey']",bat,Surrey,County Ground
3710,"[datetime.date(2016, 6, 3)]",male,T20,,7,,Northamptonshire,['JJ Cobb'],"['Northamptonshire', 'Worcestershire']",bat,Worcestershire,County Ground
3711,"[datetime.date(2016, 6, 3)]",male,T20,26,,,Lancashire,['LS Livingstone'],"['Lancashire', 'Yorkshire']",field,Yorkshire,Old Trafford
3712,"[datetime.date(2016, 6, 4)]",male,T20,,6,,Leicestershire,['BA Raine'],"['Leicestershire', 'Durham']",field,Leicestershire,Grace Road
3713,"[datetime.date(2016, 6, 4)]",male,T20,,2,,Nottinghamshire,['MH Wessels'],"['Nottinghamshire', 'Lancashire']",field,Nottinghamshire,Trent Bridge
3714,"[datetime.date(2016, 6, 8)]",male,T20,8,,,Kent,['SW Billings'],"['Kent', 'Hampshire']",field,Hampshire,St Lawrence Ground
3715,"[datetime.date(2016, 6, 10)]",male,T20,,6,,Glamorgan,['CA Ingram'],"['Gloucestershire', 'Glamorgan']",field,Glamorgan,County Ground
3716,"[datetime.date(2016, 6, 10)]",male,T20,,4,,Sussex,['LRPL Taylor'],"['Sussex', 'Kent']",field,Sussex,County Ground
3717,"[datetime.date(2016, 6, 10)]",male,T20,,9,,Lancashire,['J Clark'],"['Lancashire', 'Leicestershire']",field,Lancashire,Old Trafford
3718,"[datetime.date(2016, 6, 10)]",male,T20,17,,,Middlesex,['EJG Morgan'],"['Essex', 'Middlesex']",bat,Middlesex,County Ground
3719,"[datetime.date(2016, 6, 10)]",male,T20,,3,,Worcestershire,['OB Cox'],"['Worcestershire', 'Northamptonshire']",field,Worcestershire,"County Ground, New Road"
3720,"[datetime.date(2016, 6, 10)]",male,T20,,6,,Somerset,['JG Myburgh'],"['Somerset', 'Surrey']",bat,Surrey,County Ground
3721,"[datetime.date(2016, 6, 16)]",male,T20,,8,,Gloucestershire,['M Klinger'],"['Essex', 'Gloucestershire']",field,Gloucestershire,County Ground
3722,"[datetime.date(2016, 6, 17)]",male,T20,,4,,Warwickshire,['IR Bell'],"['Derbyshire', 'Warwickshire']",field,Warwickshire,County Ground
3723,"[datetime.date(2016, 6, 17)]",male,T20,26,,,Northamptonshire,['JJ Cobb'],"['Northamptonshire', 'Durham']",field,Durham,County Ground
3724,"[datetime.date(2016, 6, 17)]",male,T20,55,,,Glamorgan,['DL Lloyd'],"['Glamorgan', 'Kent']",field,Kent,Sophia Gardens
3725,"[datetime.date(2016, 6, 17)]",male,T20,29,,,Surrey,['ZS Ansari'],"['Surrey', 'Middlesex']",field,Middlesex,Kennington Oval
3726,"[datetime.date(2016, 6, 17)]",male,T20,,4,,Gloucestershire,['M Klinger'],"['Gloucestershire', 'Somerset']",field,Gloucestershire,County Ground
3727,"[datetime.date(2016, 6, 18)]",male,T20,,4,,Nottinghamshire,['AD Russell'],"['Worcestershire', 'Nottinghamshire']",field,Nottinghamshire,"County Ground, New Road"
3728,"[datetime.date(2016, 6, 19)]",male,T20,1,,,Yorkshire,['Azeem Rafiq'],"['Yorkshire', 'Derbyshire']",field,Yorkshire,Headingley
3729,"[datetime.date(2016, 6, 19)]",male,T20,,6,,Somerset,['MTC Waller'],"['Somerset', 'Hampshire']",field,Somerset,County Ground
3730,"[datetime.date(2016, 6, 19)]",male,T20,18,,,Warwickshire,['L Ronchi'],"['Warwickshire', 'Lancashire']",field,Lancashire,Edgbaston
3731,"[datetime.date(2016, 6, 23)]",male,T20,4,,,Middlesex,['DJ Malan'],"['Middlesex', 'Somerset']",field,Somerset,Lord's
3732,"[datetime.date(2016, 6, 24)]",male,T20,,8,,Warwickshire,['LJ Evans'],"['Leicestershire', 'Warwickshire']",field,Warwickshire,Grace Road
3733,"[datetime.date(2016, 6, 24)]",male,T20,,5,,Essex,['Ashar Zaidi'],"['Essex', 'Hampshire']",bat,Hampshire,County Ground
3734,"[datetime.date(2016, 6, 24)]",male,T20,40,,,Middlesex,['BB McCullum'],"['Kent', 'Middlesex']",bat,Middlesex,St Lawrence Ground
3735,"[datetime.date(2016, 6, 24)]",male,T20,,7,,Nottinghamshire,['HF Gurney'],"['Derbyshire', 'Nottinghamshire']",field,Nottinghamshire,County Ground
3736,"[datetime.date(2016, 6, 24)]",male,T20,,9,,Glamorgan,['DA Cosker'],"['Glamorgan', 'Surrey']",bat,Surrey,Sophia Gardens
3737,"[datetime.date(2016, 6, 24)]",male,T20,96,,,Lancashire,['SD Parry'],"['Lancashire', 'Worcestershire']",field,Worcestershire,Old Trafford
3738,"[datetime.date(2016, 6, 24)]",male,T20,6,,,Durham,['C Rushworth'],"['Durham', 'Yorkshire']",field,Durham,Riverside Ground
